Date,Description,Amount
2025-12-05,PG&E ENERGY STATEMENT,-147.65
2025-12-05,SPOTIFY USA,-19.99
2025-12-06,PHILZ COFFEE,-8.14
2025-12-06,CVS/PHARMACY #4471,-30.04
2025-12-07,CHEWY.COM PET SUPPLIES,-103.75
2025-12-07,CHIPOTLE 2244,-18.54
2025-12-07,SHELL OIL 574812,-71.35
2025-12-07,UBER TRIP,-13.14
2025-12-08,NETFLIX.COM,-22.99
2025-12-08,YOUTUBE PREMIUM,-13.99
2025-12-08,TRADER JOES #221,-45.92
2025-12-08,STARBUCKS STORE 09122,-8.64
2025-12-08,AMAZON.COM*MKTPLACE,-97.89
2025-12-08,BANANA REPUBLIC SHOP,-203.75
2025-12-09,LYFT RIDE,-17.1
2025-12-10,EBMUD WATER SERVICE,-106.87
2025-12-10,BRIGHT HORIZONS PRESCHOOL,-1850.0
2025-12-10,NELNET STUDENT LOAN PMT,-412.0
2025-12-10,WHOLE FOODS MARKET,-118.26
2025-12-10,STARBUCKS STORE 09122,-8.98
2025-12-10,PHILZ COFFEE,-6.68
2025-12-11,ADOBE CREATIVE CLOUD,-59.99
2025-12-11,UBEREATS,-22.67
2025-12-12,UBEREATS,-58.33
2025-12-12,SHELL OIL 574812,-66.58
2025-12-13,HULU + DISNEY BUNDLE,-18.99
2025-12-13,UBER TRIP,-22.81
2025-12-14,STARBUCKS STORE 09122,-6.63
2025-12-14,TARGET T-1189,-85.01
2025-12-14,UBER TRIP,-26.31
2025-12-14,WAYFAIR ORDER,-214.41
2025-12-15,WHOLE FOODS MARKET,-131.46
2025-12-15,STARBUCKS STORE 09122,-9.28
2025-12-15,STARBUCKS STORE 09122,-9.65
2025-12-15,SUSHI RAN RESTAURANT,-89.45
2025-12-16,TRANSFER TO SAVINGS - VANGUARD,-2500.0
2025-12-16,AMAZON.COM*MKTPLACE,-37.48
2025-12-17,GEICO AUTO INSURANCE,-168.0
2025-12-17,HBO MAX SUBSCRIPTION,-16.99
2025-12-17,UBEREATS,-40.88
2025-12-17,PHILZ COFFEE,-7.36
2025-12-17,BART CLIPPER RELOAD,-40.0
2025-12-18,BLUE BOTTLE COFFEE,-9.84
2025-12-18,AMAZON.COM*MKTPLACE,-65.49
2025-12-18,SHELL OIL 574812,-65.19
2025-12-18,CHEVRON 0093471,-74.6
2025-12-18,UBER TRIP,-41.08
2025-12-18,UNITED AIRLINES 0162,-885.96
2025-12-19,DIRECT DEPOSIT PAYROLL,9800.0
2025-12-20,SAFEWAY #1842,-105.41
2025-12-21,COMCAST XFINITY INTERNET,-89.99
2025-12-21,DOORDASH*ORDER,-54.23
2025-12-21,STARBUCKS STORE 09122,-10.13
2025-12-21,LYFT RIDE,-24.37
2025-12-22,WELLS FARGO HM MORTGAGE PMT,-4298.06
2025-12-22,CLASSPASS INC,-79.0
2025-12-22,NAPOLI PIZZA KITCHEN,-49.28
2025-12-23,SAFEWAY #1842,-125.15
2025-12-24,TRADER JOES #221,-91.39
2025-12-24,STARBUCKS STORE 09122,-5.32
2025-12-24,TARGET T-1189,-133.56
2025-12-24,HOME DEPOT #6612,-191.92
2025-12-24,EXPEDIA TRAVEL,-354.68
2025-12-25,SAFEWAY #1842,-85.0
2025-12-25,COSTCO WHOLESALE #1103,-220.05
2025-12-25,DOORDASH*ORDER,-50.89
2025-12-26,TOYOTA FINANCIAL AUTO LOAN,-528.0
2025-12-26,SAFEWAY #1842,-121.89
2025-12-26,CHIPOTLE 2244,-13.94
2025-12-26,AMAZON.COM*MKTPLACE,-105.41
2025-12-27,TRADER JOES #221,-81.76
2025-12-27,STARBUCKS STORE 09122,-10.41
2025-12-27,DIRECT DEPOSIT PAYROLL,9800.0
2025-12-27,DIRECT DEPOSIT PAYROLL - SPOUSE,6200.0
2025-12-28,SAFEWAY #1842,-108.62
2025-12-28,DOORDASH*ORDER,-42.4
2025-12-28,PHILZ COFFEE,-6.08
2025-12-28,AMAZON.COM*MKTPLACE,-59.14
2025-12-28,AMAZON.COM*MKTPLACE,-70.16
2025-12-28,CHEVRON 0093471,-71.78
2025-12-28,PETCO ANIMAL SUPPLIES,-62.23
2025-12-29,STARBUCKS STORE 09122,-5.89
2025-12-29,NAPOLI PIZZA KITCHEN,-54.95
2025-12-29,DIRECT DEPOSIT PAYROLL - SPOUSE,6200.0
2025-12-30,DOORDASH*ORDER,-45.66
2025-12-31,SHELL OIL 574812,-77.45
2026-01-01,CLASSPASS INC,-79.0
2026-01-01,SAFEWAY #1842,-183.42
2026-01-02,BLUE BOTTLE COFFEE,-7.69
2026-01-02,TARGET T-1189,-147.66
2026-01-03,HOA DUES - OAKRIDGE HOMEOWNERS,-285.0
2026-01-03,SAFEWAY #1842,-177.43
2026-01-03,SUSHI RAN RESTAURANT,-148.98
2026-01-04,NAPOLI PIZZA KITCHEN,-34.46
2026-01-04,ETSY.COM PURCHASE,-64.9
2026-01-05,CHEWY.COM PET SUPPLIES,-53.61
2026-01-05,AMAZON.COM*MKTPLACE,-61.16
2026-01-06,EBMUD WATER SERVICE,-81.13
2026-01-06,BRIGHT HORIZONS PRESCHOOL,-1850.0
2026-01-06,COSTCO WHOLESALE #1103,-176.35
2026-01-06,STARBUCKS STORE 09122,-5.12
2026-01-06,BLUE BOTTLE COFFEE,-6.69
2026-01-06,KAISER PERMANENTE MEDICAL,-192.68
2026-01-08,EQUINOX FITNESS SF,-215.0
2026-01-08,TRADER JOES #221,-103.58
2026-01-08,DOORDASH*ORDER,-42.72
2026-01-08,UBEREATS,-42.79
2026-01-08,AMAZON.COM*MKTPLACE,-109.5
2026-01-08,CVS/PHARMACY #4471,-43.18
2026-01-09,SPOTIFY USA,-19.99
2026-01-09,STARBUCKS STORE 09122,-7.48
2026-01-09,CVS/PHARMACY #4471,-41.89
2026-01-10,DOORDASH*ORDER,-59.5
2026-01-10,BANANA REPUBLIC SHOP,-52.49
2026-01-11,TRANSFER TO SAVINGS - VANGUARD,-2500.0
2026-01-11,DOORDASH*ORDER,-44.83
2026-01-11,CHIPOTLE 2244,-20.49
2026-01-11,BARREL HOUSE BREWERY,-77.09
2026-01-11,AMAZON.COM*MKTPLACE,-61.79
2026-01-11,DIRECT DEPOSIT PAYROLL,9800.0
2026-01-12,TOYOTA FINANCIAL AUTO LOAN,-528.0
2026-01-12,STARBUCKS STORE 09122,-6.34
2026-01-12,UBER TRIP,-41.56
2026-01-13,SAFEWAY #1842,-89.39
2026-01-13,UBEREATS,-47.13
2026-01-13,NAPOLI PIZZA KITCHEN,-45.92
2026-01-13,SHELL OIL 574812,-66.88
2026-01-14,NELNET STUDENT LOAN PMT,-412.0
2026-01-14,UBER TRIP,-33.1
2026-01-14,LYFT RIDE,-15.41
2026-01-15,STARBUCKS STORE 09122,-6.62
2026-01-15,STARBUCKS STORE 09122,-6.22
2026-01-15,AMAZON.COM*MKTPLACE,-115.51
2026-01-16,STARBUCKS STORE 09122,-7.72
2026-01-16,CHIPOTLE 2244,-21.59
2026-01-17,SAFEWAY #1842,-88.62
2026-01-17,DOORDASH*ORDER,-35.93
2026-01-17,AMAZON.COM*MKTPLACE,-96.7
2026-01-17,CHEVRON 0093471,-64.6
2026-01-17,BART CLIPPER RELOAD,-40.0
2026-01-17,DIRECT DEPOSIT PAYROLL,9800.0
2026-01-17,DIRECT DEPOSIT PAYROLL - SPOUSE,6200.0
2026-01-18,COMCAST XFINITY INTERNET,-89.99
2026-01-18,STARBUCKS STORE 09122,-6.77
2026-01-18,SHELL OIL 574812,-53.72
2026-01-19,TRADER JOES #221,-65.88
2026-01-20,PHILZ COFFEE,-7.56
2026-01-20,BLUE BOTTLE COFFEE,-7.19
2026-01-20,UBER TRIP,-33.96
2026-01-21,WHOLE FOODS MARKET,-85.31
2026-01-21,DOORDASH*ORDER,-21.32
2026-01-21,STARBUCKS STORE 09122,-8.67
2026-01-21,LYFT RIDE,-30.81
2026-01-22,AMAZON.COM*MKTPLACE,-107.07
2026-01-23,PG&E ENERGY STATEMENT,-192.57
2026-01-23,BARREL HOUSE BREWERY,-49.74
2026-01-23,TARGET T-1189,-78.09
2026-01-23,PETCO ANIMAL SUPPLIES,-34.24
2026-01-24,HBO MAX SUBSCRIPTION,-16.99
2026-01-24,STARBUCKS STORE 09122,-7.92
2026-01-24,CHEVRON 0093471,-56.16
2026-01-24,BART CLIPPER RELOAD,-40.0
2026-01-25,APPLE.COM/BILL ICLOUD,-9.99
2026-01-25,AMAZON.COM*MKTPLACE,-79.36
2026-01-25,BRIGHT SMILE DENTAL,-186.8
2026-01-26,NETFLIX.COM,-22.99
2026-01-26,TRADER JOES #221,-66.2
2026-01-26,STARBUCKS STORE 09122,-7.13
2026-01-26,AMAZON.COM*MKTPLACE,-67.39
2026-01-26,UBER TRIP,-11.87
2026-01-27,PHILZ COFFEE,-6.45
2026-01-27,SHELL OIL 574812,-46.47
2026-01-27,HOME DEPOT #6612,-180.03
2026-01-28,YOUTUBE PREMIUM,-13.99
2026-01-28,ADOBE CREATIVE CLOUD,-59.99
2026-01-28,PHILZ COFFEE,-5.59
2026-01-29,DOORDASH*ORDER,-63.77
2026-01-29,STARBUCKS STORE 09122,-8.05
2026-01-29,PHILZ COFFEE,-5.19
2026-01-29,DIRECT DEPOSIT PAYROLL - SPOUSE,6200.0
2026-01-30,GEICO AUTO INSURANCE,-168.0
2026-01-30,HULU + DISNEY BUNDLE,-18.99
2026-01-30,CHIPOTLE 2244,-16.95
2026-01-30,SHELL OIL 574812,-46.38
2026-01-31,WELLS FARGO HM MORTGAGE PMT,-4298.06
2026-01-31,VERIZON WIRELESS AUTOPAY,-146.1
2026-01-31,SAFEWAY #1842,-107.08
2026-01-31,WHOLE FOODS MARKET,-90.13
2026-01-31,UBEREATS,-45.89
2026-01-31,STARBUCKS STORE 09122,-8.13
2026-02-01,HULU + DISNEY BUNDLE,-18.99
2026-02-01,DOORDASH*ORDER,-45.15
2026-02-01,STARBUCKS STORE 09122,-9.21
2026-02-01,UBER TRIP,-23.13
2026-02-01,DIRECT DEPOSIT PAYROLL,9800.0
2026-02-02,GEICO AUTO INSURANCE,-168.0
2026-02-02,LYFT RIDE,-18.6
2026-02-03,CHIPOTLE 2244,-12.67
2026-02-03,SUSHI RAN RESTAURANT,-99.85
2026-02-03,UBER TRIP,-39.26
2026-02-03,CVS/PHARMACY #4471,-52.56
2026-02-04,DOORDASH*ORDER,-46.33
2026-02-04,UBEREATS,-44.1
2026-02-04,AMAZON.COM*MKTPLACE,-111.18
2026-02-04,PETCO ANIMAL SUPPLIES,-67.03
2026-02-05,TRADER JOES #221,-105.36
2026-02-06,HOA DUES - OAKRIDGE HOMEOWNERS,-285.0
2026-02-06,NAPOLI PIZZA KITCHEN,-34.33
2026-02-06,AMAZON.COM*MKTPLACE,-52.33
2026-02-07,EBMUD WATER SERVICE,-75.68
2026-02-07,STARBUCKS STORE 09122,-9.02
2026-02-07,BLUE BOTTLE COFFEE,-9.3
2026-02-07,CHIPOTLE 2244,-20.2
2026-02-07,AMAZON.COM*MKTPLACE,-28.82
2026-02-08,SPOTIFY USA,-19.99
2026-02-08,SAFEWAY #1842,-185.08
2026-02-08,WHOLE FOODS MARKET,-66.86
2026-02-08,STARBUCKS STORE 09122,-5.11
2026-02-08,NAPOLI PIZZA KITCHEN,-51.42
2026-02-08,AMAZON.COM*MKTPLACE,-28.55
2026-02-09,EQUINOX FITNESS SF,-215.0
2026-02-09,AMAZON.COM*MKTPLACE,-57.58
2026-02-09,DIRECT DEPOSIT PAYROLL - SPOUSE,6200.0
2026-02-10,COSTCO WHOLESALE #1103,-153.53
2026-02-10,STARBUCKS STORE 09122,-6.43
2026-02-10,STARBUCKS STORE 09122,-7.42
2026-02-11,SAFEWAY #1842,-64.35
2026-02-11,SAFEWAY #1842,-66.65
2026-02-11,AMAZON.COM*MKTPLACE,-98.54
2026-02-12,DOORDASH*ORDER,-69.61
2026-02-12,DOORDASH*ORDER,-57.01
2026-02-12,SHELL OIL 574812,-64.05
2026-02-12,SHELL OIL 574812,-67.74
2026-02-12,AIRBNB * HMQ4X2,-677.78
2026-02-12,BANANA REPUBLIC SHOP,-159.52
2026-02-13,UBEREATS,-49.57
2026-02-13,STARBUCKS STORE 09122,-9.21
2026-02-13,PHILZ COFFEE,-4.57
2026-02-13,BART CLIPPER RELOAD,-40.0
2026-02-13,BART CLIPPER RELOAD,-40.0
2026-02-15,PG&E ENERGY STATEMENT,-236.38
2026-02-15,NELNET STUDENT LOAN PMT,-412.0
2026-02-15,TOYOTA FINANCIAL AUTO LOAN,-528.0
2026-02-15,DOORDASH*ORDER,-46.43
2026-02-15,STARBUCKS STORE 09122,-7.08
2026-02-15,PHILZ COFFEE,-5.88
2026-02-15,TARGET T-1189,-146.67
2026-02-16,WELLS FARGO HM MORTGAGE PMT,-4298.06
2026-02-16,BRIGHT HORIZONS PRESCHOOL,-1850.0
2026-02-16,SAFEWAY #1842,-172.36
2026-02-16,BLUE BOTTLE COFFEE,-7.94
2026-02-17,HBO MAX SUBSCRIPTION,-16.99
2026-02-17,CHEWY.COM PET SUPPLIES,-87.35
2026-02-17,TRANSFER TO SAVINGS - VANGUARD,-2500.0
2026-02-17,DOORDASH*ORDER,-56.23
2026-02-17,CHEVRON 0093471,-70.33
2026-02-17,CHEVRON 0093471,-47.53
2026-02-17,UBER TRIP,-23.04
2026-02-17,DIRECT DEPOSIT PAYROLL - SPOUSE,6200.0
2026-02-18,APPLE.COM/BILL ICLOUD,-9.99
2026-02-18,CHIPOTLE 2244,-19.88
2026-02-18,AMAZON.COM*MKTPLACE,-69.65
2026-02-18,LYFT RIDE,-20.57
2026-02-19,COMCAST XFINITY INTERNET,-89.99
2026-02-19,NETFLIX.COM,-22.99
2026-02-19,WHOLE FOODS MARKET,-111.5
2026-02-20,YOUTUBE PREMIUM,-13.99
2026-02-20,ADOBE CREATIVE CLOUD,-59.99
2026-02-20,CLASSPASS INC,-79.0
2026-02-21,STARBUCKS STORE 09122,-5.79
2026-02-22,VERIZON WIRELESS AUTOPAY,-144.06
2026-02-22,STARBUCKS STORE 09122,-6.69
2026-02-22,PHILZ COFFEE,-6.7
2026-02-22,TARGET T-1189,-111.79
2026-02-23,TRADER JOES #221,-72.24
2026-02-24,UBEREATS,-50.31
2026-02-24,STARBUCKS STORE 09122,-9.68
2026-02-24,STARBUCKS STORE 09122,-6.22
2026-02-24,BARREL HOUSE BREWERY,-58.4
2026-02-25,SAFEWAY #1842,-87.82
2026-02-25,BLUE BOTTLE COFFEE,-7.09
2026-02-25,UBER TRIP,-33.15
2026-02-26,PHILZ COFFEE,-8.04
2026-02-27,BARREL HOUSE BREWERY,-88.45
2026-02-27,SHELL OIL 574812,-71.45
2026-02-27,DIRECT DEPOSIT PAYROLL,9800.0
2026-02-28,TRADER JOES #221,-67.87
2026-02-28,STARBUCKS STORE 09122,-9.76
2026-02-28,AMAZON.COM*MKTPLACE,-75.28
2026-02-28,SHELL OIL 574812,-49.03
2026-02-28,CVS/PHARMACY #4471,-47.51
2026-02-28,HOME DEPOT #6612,-154.18
2026-02-28,ETSY.COM PURCHASE,-92.76
2026-03-01,HULU + DISNEY BUNDLE,-18.99
2026-03-01,YOUTUBE PREMIUM,-13.99
2026-03-01,SAFEWAY #1842,-101.92
2026-03-01,TRADER JOES #221,-67.15
2026-03-01,SHELL OIL 574812,-53.76
2026-03-01,UBER TRIP,-18.72
2026-03-01,BART CLIPPER RELOAD,-40.0
2026-03-01,BRIGHT SMILE DENTAL,-258.36
2026-03-02,HOA DUES - OAKRIDGE HOMEOWNERS,-285.0
2026-03-02,DOORDASH*ORDER,-29.09
2026-03-02,STARBUCKS STORE 09122,-7.76
2026-03-02,UBER TRIP,-35.53
2026-03-03,CLASSPASS INC,-79.0
2026-03-03,TOYOTA FINANCIAL AUTO LOAN,-528.0
2026-03-03,STARBUCKS STORE 09122,-7.67
2026-03-03,BARREL HOUSE BREWERY,-84.7
2026-03-03,CHEVRON 0093471,-53.63
2026-03-04,ADOBE CREATIVE CLOUD,-59.99
2026-03-04,UBEREATS,-46.08
2026-03-04,CHIPOTLE 2244,-17.47
2026-03-04,AMAZON.COM*MKTPLACE,-45.47
2026-03-04,SHELL OIL 574812,-63.83
2026-03-04,CHEVRON 0093471,-46.21
2026-03-05,HBO MAX SUBSCRIPTION,-16.99
2026-03-05,WHOLE FOODS MARKET,-117.25
2026-03-06,TRADER JOES #221,-66.08
2026-03-06,BLUE BOTTLE COFFEE,-10.66
2026-03-06,HOME DEPOT #6612,-176.98
2026-03-07,COMCAST XFINITY INTERNET,-89.99
2026-03-07,SAFEWAY #1842,-167.12
2026-03-07,TRADER JOES #221,-75.96
2026-03-07,DOORDASH*ORDER,-62.73
2026-03-07,UBEREATS,-30.51
2026-03-07,STARBUCKS STORE 09122,-5.45
2026-03-08,WELLS FARGO HM MORTGAGE PMT,-4298.06
2026-03-08,UBEREATS,-37.11
2026-03-08,NAPOLI PIZZA KITCHEN,-57.38
2026-03-08,UBER TRIP,-28.81
2026-03-08,DIRECT DEPOSIT PAYROLL,9800.0
2026-03-08,DIRECT DEPOSIT PAYROLL - SPOUSE,6200.0
2026-03-09,STARBUCKS STORE 09122,-10.4
2026-03-09,STARBUCKS STORE 09122,-8.65
2026-03-10,TARGET T-1189,-87.3
2026-03-10,CVS/PHARMACY #4471,-51.16
2026-03-11,NELNET STUDENT LOAN PMT,-412.0
2026-03-11,NAPOLI PIZZA KITCHEN,-32.62
2026-03-11,AMAZON.COM*MKTPLACE,-45.24
2026-03-12,VERIZON WIRELESS AUTOPAY,-143.08
2026-03-12,AMAZON.COM*MKTPLACE,-37.27
2026-03-13,SAFEWAY #1842,-70.19
2026-03-13,DOORDASH*ORDER,-66.12
2026-03-13,SHELL OIL 574812,-46.97
2026-03-14,NETFLIX.COM,-22.99
2026-03-14,BLUE BOTTLE COFFEE,-8.49
2026-03-14,SUSHI RAN RESTAURANT,-139.19
2026-03-15,WHOLE FOODS MARKET,-131.42
2026-03-15,LYFT RIDE,-13.57
2026-03-16,APPLE.COM/BILL ICLOUD,-9.99
2026-03-16,SAFEWAY #1842,-132.24
2026-03-16,STARBUCKS STORE 09122,-6.05
2026-03-16,AMAZON.COM*MKTPLACE,-35.02
2026-03-16,CVS/PHARMACY #4471,-49.2
2026-03-17,DOORDASH*ORDER,-30.03
2026-03-17,CHIPOTLE 2244,-15.38
2026-03-17,AMAZON.COM*MKTPLACE,-45.78
2026-03-17,AMAZON.COM*MKTPLACE,-73.94
2026-03-18,STARBUCKS STORE 09122,-7.75
2026-03-18,PHILZ COFFEE,-7.61
2026-03-18,TARGET T-1189,-70.17
2026-03-18,LYFT RIDE,-14.51
2026-03-18,UNITED AIRLINES 0162,-657.19
2026-03-19,COSTCO WHOLESALE #1103,-244.03
2026-03-19,PHILZ COFFEE,-6.55
2026-03-19,AMAZON.COM*MKTPLACE,-66.74
2026-03-19,BART CLIPPER RELOAD,-40.0
2026-03-20,STARBUCKS STORE 09122,-6.76
2026-03-20,STARBUCKS STORE 09122,-10.58
2026-03-20,AMAZON.COM*MKTPLACE,-28.34
2026-03-21,DOORDASH*ORDER,-52.76
2026-03-21,CHIPOTLE 2244,-19.58
2026-03-23,PETCO ANIMAL SUPPLIES,-75.04
2026-03-24,CHEWY.COM PET SUPPLIES,-69.86
2026-03-24,STARBUCKS STORE 09122,-5.73
2026-03-24,DIRECT DEPOSIT PAYROLL,9800.0
2026-03-25,DOORDASH*ORDER,-44.85
2026-03-25,BLUE BOTTLE COFFEE,-10.61
2026-03-25,BARREL HOUSE BREWERY,-52.13
2026-03-27,EQUINOX FITNESS SF,-215.0
2026-03-27,PHILZ COFFEE,-6.63
2026-03-28,PG&E ENERGY STATEMENT,-227.35
2026-03-28,BRIGHT HORIZONS PRESCHOOL,-1850.0
2026-03-28,TRANSFER TO SAVINGS - VANGUARD,-2500.0
2026-03-28,PHILZ COFFEE,-6.84
2026-03-28,SHELL OIL 574812,-70.23
2026-03-29,GEICO AUTO INSURANCE,-168.0
2026-03-29,SPOTIFY USA,-19.99
2026-03-29,STARBUCKS STORE 09122,-5.34
2026-03-30,SAFEWAY #1842,-138.63
2026-03-30,STARBUCKS STORE 09122,-5.69
2026-03-30,DIRECT DEPOSIT PAYROLL - SPOUSE,6200.0
2026-03-31,EBMUD WATER SERVICE,-79.07
2026-03-31,UBER TRIP,-37.0
2026-04-01,STARBUCKS STORE 09122,-6.67
2026-04-01,BLUE BOTTLE COFFEE,-10.53
2026-04-01,SUSHI RAN RESTAURANT,-110.85
2026-04-02,STARBUCKS STORE 09122,-8.75
2026-04-03,WHOLE FOODS MARKET,-134.89
2026-04-03,UBEREATS,-43.24
2026-04-04,WELLS FARGO HM MORTGAGE PMT,-4298.06
2026-04-04,STARBUCKS STORE 09122,-9.1
2026-04-04,AMAZON.COM*MKTPLACE,-66.54
2026-04-04,AMAZON.COM*MKTPLACE,-39.56
2026-04-05,WHOLE FOODS MARKET,-95.12
2026-04-05,IKEA EMERYVILLE,-294.85
2026-04-06,PG&E ENERGY STATEMENT,-265.03
2026-04-06,APPLE.COM/BILL ICLOUD,-9.99
2026-04-06,TRADER JOES #221,-60.01
2026-04-06,AMAZON.COM*MKTPLACE,-28.84
2026-04-07,TOYOTA FINANCIAL AUTO LOAN,-528.0
2026-04-07,CHIPOTLE 2244,-21.48
2026-04-07,AMAZON.COM*MKTPLACE,-106.31
2026-04-07,SHELL OIL 574812,-73.12
2026-04-08,GEICO AUTO INSURANCE,-168.0
2026-04-08,SAFEWAY #1842,-98.28
2026-04-08,TRADER JOES #221,-47.22
2026-04-08,DOORDASH*ORDER,-33.86
2026-04-08,CHIPOTLE 2244,-14.17
2026-04-08,UBER TRIP,-39.06
2026-04-08,UBER TRIP,-36.12
2026-04-09,STARBUCKS STORE 09122,-7.54
2026-04-10,SAFEWAY #1842,-181.95
2026-04-10,TARGET T-1189,-146.98
2026-04-10,CHEVRON 0093471,-41.56
2026-04-11,BRIGHT HORIZONS PRESCHOOL,-1850.0
2026-04-11,SAFEWAY #1842,-112.47
2026-04-11,COSTCO WHOLESALE #1103,-166.75
2026-04-11,DOORDASH*ORDER,-50.11
2026-04-11,STARBUCKS STORE 09122,-9.27
2026-04-11,BARREL HOUSE BREWERY,-59.33
2026-04-11,AMAZON.COM*MKTPLACE,-97.31
2026-04-11,SHELL OIL 574812,-61.93
2026-04-12,BLUE BOTTLE COFFEE,-9.89
2026-04-12,DIRECT DEPOSIT PAYROLL,9800.0
2026-04-12,DIRECT DEPOSIT PAYROLL - SPOUSE,6200.0
2026-04-13,STARBUCKS STORE 09122,-5.16
2026-04-13,BARREL HOUSE BREWERY,-90.68
2026-04-13,SHELL OIL 574812,-47.41
2026-04-13,BART CLIPPER RELOAD,-40.0
2026-04-14,CLASSPASS INC,-79.0
2026-04-14,UBEREATS,-38.45
2026-04-14,STARBUCKS STORE 09122,-5.19
2026-04-14,STARBUCKS STORE 09122,-9.61
2026-04-14,PHILZ COFFEE,-7.82
2026-04-14,BLUE BOTTLE COFFEE,-8.29
2026-04-14,AMAZON.COM*MKTPLACE,-63.61
2026-04-14,CVS/PHARMACY #4471,-50.31
2026-04-15,STARBUCKS STORE 09122,-6.25
2026-04-16,SAFEWAY #1842,-161.37
2026-04-16,DOORDASH*ORDER,-41.09
2026-04-16,AMAZON.COM*MKTPLACE,-93.32
2026-04-17,COMCAST XFINITY INTERNET,-89.99
2026-04-17,UBER TRIP,-11.38
2026-04-18,TRANSFER TO SAVINGS - VANGUARD,-2500.0
2026-04-18,STARBUCKS STORE 09122,-9.68
2026-04-18,HOME DEPOT #6612,-155.48
2026-04-19,ADOBE CREATIVE CLOUD,-59.99
2026-04-19,EQUINOX FITNESS SF,-215.0
2026-04-19,DOORDASH*ORDER,-44.81
2026-04-19,PHILZ COFFEE,-5.22
2026-04-19,CHIPOTLE 2244,-15.18
2026-04-20,EBMUD WATER SERVICE,-96.56
2026-04-20,HBO MAX SUBSCRIPTION,-16.99
2026-04-21,PHILZ COFFEE,-4.9
2026-04-21,NAPOLI PIZZA KITCHEN,-60.71
2026-04-21,CVS/PHARMACY #4471,-32.8
2026-04-22,NELNET STUDENT LOAN PMT,-412.0
2026-04-22,STARBUCKS STORE 09122,-6.92
2026-04-22,PETCO ANIMAL SUPPLIES,-52.29
2026-04-22,UNITED AIRLINES 0162,-497.75
2026-04-22,DIRECT DEPOSIT PAYROLL - SPOUSE,6200.0
2026-04-23,VERIZON WIRELESS AUTOPAY,-139.5
2026-04-23,HULU + DISNEY BUNDLE,-18.99
2026-04-23,DOORDASH*ORDER,-46.8
2026-04-23,SHELL OIL 574812,-53.58
2026-04-24,NAPOLI PIZZA KITCHEN,-55.87
2026-04-24,AMAZON.COM*MKTPLACE,-27.38
2026-04-24,LYFT RIDE,-9.66
2026-04-24,LYFT RIDE,-19.43
2026-04-25,HOA DUES - OAKRIDGE HOMEOWNERS,-285.0
2026-04-25,CHEWY.COM PET SUPPLIES,-78.57
2026-04-25,STARBUCKS STORE 09122,-10.24
2026-04-25,PHILZ COFFEE,-8.07
2026-04-26,TRADER JOES #221,-61.19
2026-04-26,UBEREATS,-44.89
2026-04-26,UBER TRIP,-28.04
2026-04-26,BART CLIPPER RELOAD,-40.0
2026-04-28,YOUTUBE PREMIUM,-13.99
2026-04-28,SAFEWAY #1842,-77.9
2026-04-28,TARGET T-1189,-108.68
2026-04-28,DIRECT DEPOSIT PAYROLL,9800.0
2026-04-29,NETFLIX.COM,-22.99
2026-04-29,DOORDASH*ORDER,-38.76
2026-04-29,CHEVRON 0093471,-50.24
2026-04-30,SPOTIFY USA,-19.99
2026-05-01,STARBUCKS STORE 09122,-7.12
2026-05-01,STARBUCKS STORE 09122,-5.27
2026-05-01,STARBUCKS STORE 09122,-9.59
2026-05-01,STARBUCKS STORE 09122,-8.32
2026-05-01,BLUE BOTTLE COFFEE,-10.37
2026-05-01,AMAZON.COM*MKTPLACE,-89.47
2026-05-01,LYFT RIDE,-27.78
2026-05-01,HOME DEPOT #6612,-144.19
2026-05-02,DOORDASH*ORDER,-67.69
2026-05-02,STARBUCKS STORE 09122,-7.76
2026-05-02,CHIPOTLE 2244,-21.59
2026-05-02,PETCO ANIMAL SUPPLIES,-30.69
2026-05-03,SAFEWAY #1842,-105.09
2026-05-03,TRADER JOES #221,-67.34
2026-05-03,AMAZON.COM*MKTPLACE,-46.07
2026-05-04,STARBUCKS STORE 09122,-10.1
2026-05-04,BLUE BOTTLE COFFEE,-6.64
2026-05-04,SHELL OIL 574812,-78.16
2026-05-04,SHELL OIL 574812,-43.65
2026-05-04,DIRECT DEPOSIT PAYROLL,9800.0
2026-05-05,HOA DUES - OAKRIDGE HOMEOWNERS,-285.0
2026-05-05,VERIZON WIRELESS AUTOPAY,-148.74
2026-05-05,SAFEWAY #1842,-162.03
2026-05-05,UBEREATS,-35.03
2026-05-05,CHEVRON 0093471,-68.6
2026-05-05,UBER TRIP,-24.47
2026-05-06,YOUTUBE PREMIUM,-13.99
2026-05-07,UBEREATS,-38.12
2026-05-07,STARBUCKS STORE 09122,-9.46
2026-05-07,CHIPOTLE 2244,-18.05
2026-05-08,UBER TRIP,-15.64
2026-05-09,DOORDASH*ORDER,-63.06
2026-05-09,TARGET T-1189,-51.31
2026-05-10,GEICO AUTO INSURANCE,-168.0
2026-05-10,DOORDASH*ORDER,-25.53
2026-05-10,AMAZON.COM*MKTPLACE,-101.18
2026-05-10,IKEA EMERYVILLE,-315.07
2026-05-11,DOORDASH*ORDER,-28.26
2026-05-11,DOORDASH*ORDER,-69.3
2026-05-11,DOORDASH*ORDER,-46.92
2026-05-11,CVS/PHARMACY #4471,-28.99
2026-05-12,TRANSFER TO SAVINGS - VANGUARD,-2500.0
